ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-01 00:00,281.30762,275.5,272.28058,268.89636
2022-06-01 00:10,283.52518,274.40366,271.32156,267.5302
2022-06-01 00:20,286.15222,275.56454,271.99173,265.8332
2022-06-01 00:30,287.5693,276.91153,272.75348,262.98993
2022-06-01 00:40,287.53574,276.8576,272.77896,259.78998
2022-06-01 00:50,287.53378,277.0896,272.2593,258.79535
2022-06-01 01:00,287.0209,276.82254,270.92172,258.28192
2022-06-01 01:10,286.0283,276.432,270.1645,258.81885
2022-06-01 01:20,284.97046,276.16095,269.9055,259.8105
2022-06-01 01:30,284.18915,275.92438,269.52295,261.38782
2022-06-01 01:40,282.0342,274.70264,268.01053,260.58237
2022-06-01 01:50,281.2706,273.47992,267.21362,262.34833
2022-06-01 02:00,280.5756,272.87997,266.69513,262.93634
2022-06-01 02:10,279.1849,271.99475,265.87585,262.0343
2022-06-01 02:20,278.9176,271.71564,265.8025,261.8781
2022-06-01 02:30,278.7342,271.3497,265.33298,261.5403
2022-06-01 02:40,278.5482,271.08185,264.8376,261.2767
2022-06-01 02:50,279.12753,271.72974,264.76736,260.6926
2022-06-01 03:00,279.1132,271.62842,264.35916,259.67865
2022-06-01 03:10,279.7573,272.09644,265.06696,259.1414
2022-06-01 03:20,279.9609,272.17282,265.36893,258.51553
2022-06-01 03:30,279.66562,271.8285,265.19858,256.55887
2022-06-01 03:40,279.5608,271.78415,264.98096,256.0221
2022-06-01 03:50,279.55472,271.84982,264.7947,255.39224
2022-06-01 04:00,278.5933,271.38977,263.95868,255.51683
2022-06-01 04:10,277.72382,271.1068,263.30798,255.83755
2022-06-01 04:20,277.81424,270.20065,263.66617,256.37134
2022-06-01 04:30,276.7694,269.5209,262.48535,256.9614
2022-06-01 04:40,276.0208,270.1217,261.62866,257.3911
2022-06-01 04:50,276.65518,269.8226,261.71542,258.6147
2022-06-01 05:00,275.9186,269.4071,261.1107,257.72043
2022-06-01 05:10,275.9012,269.55573,261.30508,257.11072
2022-06-01 05:20,275.7221,269.69696,261.38617,256.63617
2022-06-01 05:30,275.25797,269.86395,261.9623,256.22318
2022-06-01 05:40,274.46625,270.12656,262.05862,255.25824
2022-06-01 05:50,273.65457,269.6848,261.60214,254.93898
2022-06-01 06:00,273.2035,269.5301,261.2996,254.42413
2022-06-01 06:10,272.6575,269.13666,260.94983,254.19078
2022-06-01 06:20,272.31375,269.40002,260.85284,253.39655
2022-06-01 06:30,272.7026,269.96967,261.0051,252.93912
2022-06-01 06:40,273.28046,270.6461,261.2263,252.23306
2022-06-01 06:50,273.75015,271.2648,261.2142,252.652
2022-06-01 07:00,274.96582,270.61996,260.62927,252.76163
2022-06-01 07:10,275.50076,270.37256,261.02274,252.78754
2022-06-01 07:20,275.77664,269.43973,260.94455,251.92584
2022-06-01 07:30,275.4988,268.77197,261.29395,252.11493
2022-06-01 07:40,275.58667,268.91928,261.4283,254.10266
2022-06-01 07:50,275.44177,268.91037,260.99112,256.4018
2022-06-01 08:00,275.07437,267.79935,260.37177,262.65237
2022-06-01 08:10,277.80542,270.28592,261.1202,274.42224
2022-06-01 08:20,278.5291,269.7398,262.40292,283.6857
2022-06-01 08:30,279.4452,268.71182,266.2459,290.21127
2022-06-01 08:40,280.36078,272.5863,278.1433,297.1412
2022-06-01 08:50,281.35538,285.1492,288.82184,299.79608
2022-06-01 09:00,287.65833,292.49536,295.24557,304.74512
2022-06-01 09:10,297.89328,293.84668,298.8853,307.9857
2022-06-01 09:20,309.5533,295.91418,302.24234,308.33908
2022-06-01 09:30,321.0799,305.7948,307.34702,310.54675
2022-06-01 09:40,325.73392,312.00262,308.38223,307.70486
2022-06-01 09:50,334.15317,320.29578,315.35052,306.6052
2022-06-01 10:00,345.12372,332.60336,326.57993,307.99826
2022-06-01 10:10,351.76865,337.1937,330.5566,307.4429
2022-06-01 10:20,355.06296,339.43494,333.57407,301.8828
2022-06-01 10:30,357.64273,340.5387,333.79947,299.2164
2022-06-01 10:40,360.00293,343.56897,333.1071,297.7676
2022-06-01 10:50,358.34772,342.33258,330.48428,297.07834
2022-06-01 11:00,355.09848,339.0283,327.54214,299.05423
2022-06-01 11:10,349.86935,333.91315,323.2559,301.14896
2022-06-01 11:20,342.47623,328.11038,319.184,302.94043
2022-06-01 11:30,333.9935,321.34506,315.18665,303.81836
2022-06-01 11:40,327.35858,317.03174,311.34183,301.10898
2022-06-01 11:50,320.16333,312.28082,307.82712,299.4093
2022-06-01 12:00,316.19006,310.09036,305.95053,298.06683
2022-06-01 12:10,313.88486,308.07803,304.51038,297.30365
2022-06-01 12:20,310.436,304.1312,301.5275,293.9746
2022-06-01 12:30,311.0863,303.84833,300.36685,293.1951
2022-06-01 12:40,311.8752,303.69003,298.70792,290.75146
2022-06-01 12:50,313.16708,303.86023,297.69305,288.0159
2022-06-01 13:00,313.29013,303.54956,295.52612,285.0183
2022-06-01 13:10,313.00433,302.67184,293.83984,281.49133
2022-06-01 13:20,310.7822,300.07373,292.54144,279.57812
2022-06-01 13:30,309.91675,299.55725,291.58463,278.32483
2022-06-01 13:40,307.57156,298.2272,290.3026,278.07065
2022-06-01 13:50,304.88925,295.83643,288.92166,277.2282
2022-06-01 14:00,302.5827,293.2057,288.0358,277.29083
2022-06-01 14:10,300.6063,290.90903,285.735,275.41528
2022-06-01 14:20,298.58307,288.4984,283.42325,276.32254
2022-06-01 14:30,296.69772,286.25793,281.6271,276.68683
2022-06-01 14:40,294.9725,284.26797,280.24835,276.81268
2022-06-01 14:50,292.37167,282.89252,278.96655,275.5995
2022-06-01 15:00,291.5377,283.73154,279.55295,273.59384
2022-06-01 15:10,291.36942,283.7474,279.30475,272.1709
2022-06-01 15:20,291.94852,283.8545,278.95456,271.12665
2022-06-01 15:30,292.48596,283.7381,278.6796,269.04572
2022-06-01 15:40,290.95065,282.4708,277.516,267.96112
2022-06-01 15:50,291.1159,282.11035,276.73798,266.15186
2022-06-01 16:00,291.54572,282.7403,276.95865,266.39874
2022-06-01 16:10,291.37372,282.99225,276.1127,265.5719
2022-06-01 16:20,290.85623,282.83643,275.26657,264.7966
2022-06-01 16:30,289.5076,282.1843,274.84973,265.31192
2022-06-01 16:40,288.5355,281.3387,274.14777,264.6675
2022-06-01 16:50,287.39557,280.62317,273.37375,264.56042
2022-06-01 17:00,285.93787,280.11804,272.70062,265.41113
