ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-01 00:00,279.77628,275.8515,274.37854,268.7371
2022-06-01 00:10,280.93295,275.62497,273.60867,267.21878
2022-06-01 00:20,282.67325,275.529,273.19116,264.78
2022-06-01 00:30,284.95267,276.43854,273.42828,262.1027
2022-06-01 00:40,285.834,277.89676,273.87402,259.8071
2022-06-01 00:50,284.98984,278.56018,274.27002,258.31653
2022-06-01 01:00,284.12674,278.37198,273.7042,257.99985
2022-06-01 01:10,283.60165,277.79855,272.93896,258.1149
2022-06-01 01:20,281.9111,277.31635,272.55426,258.21066
2022-06-01 01:30,280.03223,276.65912,272.1374,259.5813
2022-06-01 01:40,278.78067,275.56607,271.24493,259.7398
2022-06-01 01:50,277.1267,274.1172,270.01306,261.66092
2022-06-01 02:00,275.45242,274.0147,270.54477,261.93533
2022-06-01 02:10,274.79507,273.2216,269.84412,261.48093
2022-06-01 02:20,274.60837,272.9232,269.72058,261.25742
2022-06-01 02:30,274.9144,272.40753,268.90894,261.2635
2022-06-01 02:40,274.9002,272.42548,268.5284,261.19226
2022-06-01 02:50,274.90146,272.61246,268.73758,260.13828
2022-06-01 03:00,275.288,272.45276,268.68738,259.14142
2022-06-01 03:10,276.2098,272.2539,268.1808,258.30698
2022-06-01 03:20,276.5508,272.12427,267.72906,257.56473
2022-06-01 03:30,277.14322,271.9955,267.20917,255.95724
2022-06-01 03:40,276.45285,272.08948,267.19827,255.15204
2022-06-01 03:50,276.2506,271.82587,266.90866,254.28935
2022-06-01 04:00,275.3951,271.7178,266.77502,254.34393
2022-06-01 04:10,274.26303,271.44357,266.63968,254.42992
2022-06-01 04:20,273.3677,270.71365,266.00906,254.42326
2022-06-01 04:30,272.77933,270.0138,265.3197,255.50313
2022-06-01 04:40,272.5511,269.97705,265.30185,255.94276
2022-06-01 04:50,272.35416,269.8335,265.36246,256.60794
2022-06-01 05:00,272.4932,269.94122,265.85934,256.56308
2022-06-01 05:10,272.56918,269.7436,265.43225,256.0919
2022-06-01 05:20,272.7408,269.77295,264.89236,255.42375
2022-06-01 05:30,272.37875,269.8827,264.71426,255.29155
2022-06-01 05:40,272.30582,269.9943,264.28876,254.51772
2022-06-01 05:50,271.7384,270.04697,263.88864,254.3893
2022-06-01 06:00,271.72073,269.976,263.30215,254.18748
2022-06-01 06:10,271.21924,269.99606,262.73453,254.35118
2022-06-01 06:20,270.97906,269.7696,262.51562,253.35005
2022-06-01 06:30,271.52173,269.5839,262.00656,252.47588
